DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo
18/01/2014,C3,"Hold PJSM. R/U BOP slings. Power down CAD unit. N/D BOP & riser spools assembly. ***Rig release from BK-30-D to BK-30-M at 17:45 hrs on 09-Feb-14*** Total operating time = 7.48 days vs 7.30 days AFE.    +++Offline Operations +++  19:15-20:15 hrs Install cement bonnet. Remove BPV. R/U cement head. Install cement lines. 20:15-20:45 hrs Break circulation. Pressure test line to 3500 psi. Break circulation (1100 lpm, 2500 psi), no losses. Take SCRs. 20:45-21:45 hrs Rig pump 30.2 m3 of 1.40 SG MCS-GS spacer (870 lpm, 800-950 psi), no losses. Max Gas 3.6%, BG 0.6-0.8%. 21:45-22:00 hrs Line up to cement unit. Pressure test line to 300/5000 psi. 22:00-23:00 hrs Mix and pump 35.78 m3 of 1.68 SG cement slurry (calculated from 6.42"" OH size+10% excess), TT 3:57 hrs. No losses. Flush line with 5.5 m3 of SW and 0.48 m3 of 1.03 SG retarded KCl brine. 23:00-00:00 hrs Drop plug. Displace with 0.48 m3 of 1.03 SG retarded KCl brine, 14.42 m3 of 0.78 SG Base Oil, and 0.54 m3 of 1.03 SG retarded KCl brine at 160-1100 lpm (1700-3000 psi), Bump plug 3000 psi. No losses. Pressure test tubing to 4000 psi. CIP at 23:43 hrs 00:00-00:30 hrs Perform inflow test 2000/1000 psi for 10 mins. Bleed off, fluid flow back 0.45 m3. Check float, holding. Est TOC 986 m from volumetric, pure spacer return 17.2 m3. Note: - Pump plug with differential pressure of 2740 psi - DHSV hydraulic return after finish cement job 6500 psi: 125 cc."
18/01/2014,P4F,"M/U circulating swedge. Circulate bottom up and gas down. Stage pump up to 1100 lpm (2400 psi), No losses. Max gas 12% R/D same."
18/01/2014,P4F,"M/U circulating head. Circulate 2 bottom up prior to M/U DHSV (1100 lpm, 1980 psi). Max gas 29.8%. No losses. L/D same."
18/01/2014,F1,"Drill 6-1/8"" hole (Motor, MWD) from 2245 m to 2422 mMD/1602.9 mTVD, 1.15 SG SDF. No losses/connection gas. BHCT 92C. BG 0.6% Rotate: WOB 6-8 klbs, 90-100 rpm, 1000 lpm, SPP 2500-2600 psi Slide: WOB 5-6 klbs, 1000 lpm, 2400-2500 psi Torque on/off bottom 6-8/5 kft-lbs. P/U wt 175 klbs, S/O wt 105 klbs, Rot wt 133 klbs. Total rotate 145.5 m/3.61 hrs; Avg rotate ROP 40.3 m/hr. Total slide 31.5 m/1.22 hrs; Avg slide ROP 25.8 m/hr - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 30-50% - BHA tendency in rotary mode drop 0.2-0.3 deg/10 m, walk left 0.2-0.4 deg/10 m. - Back ream slide stand for hole cleaning purposes. - Last survey at 2399 mMD/1586.8 mTVD: 45.7 Inc/94.8 Azi, 35.8 m above and 20.6 m right.  00:00-06:00 hrs Operations  =======================  00:00-06:00 hrs Drill 6-1/8"" hole (Motor, MWD) from 2422 m to 2588 mMD/1725.3 mTVD with 1.15 SG SDF. BHCT 100C. BG 0.6%. No losses/connection gas.  - Last survey at 2573 mMD/1713.4 mTVD; 41.2 Inc/93.9 Azi, 24.1 m above and 12.5 m right. - BHA tendency in rotary mode drop 0.3-0.4 deg/10 m, walk left 0.2 deg/10 m."
18/01/2014,F1,"Drill 6-1/8"" hole (AGS, MWD) from 2095 m to 2245 mMD/1486.6 mTVD, 1.15 SG SDF.  No losses/connection gas. BHCT 92 C. BG 0.6%. Rotate: WOB 5-15 klbs, 120 rpm, 1050 lpm, SPP 2500 psi (UG), 2800-2900 psi (FG), 94% FG. Torque on/off bottom 7/5-6 kft-lbs. P/U wt 174 klbs, S/O wt 103 klbs, Rot wt 130 klbs. Total rotate 150 m/5.64 hrs; Avg rotate ROP 26.6 m/hr. - Top of 2C: 2160 mMD/1434.5 mTVD - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 30% - Last survey at 2235 mMD/1480.5 mTVD: 53 Inc/100.6 Azi, 29.3 m above and 21.5 m right. - BHA building in FG mode, attempt to drill with various parameters, Neg. Decision made to POOH to change BHA to motor BHA."
18/01/2014,F1,"Drill 6-1/8"" hole (Motor, MWD) from 3020 m to 3435 mMD/2335.7 mTVD (TD), 1.15 SG SDF.  No losses/connection gas. BHCT 130C. BG 0.8%. Max Gas: 20.5%@3003mMD/2021.6mTVD, 10.3%@3075mMD/2071.4mTVD, 8.6%@3119mMD/2102mTVD, 30.4%@3224mMD, 2176.8mTVD.  Rotate: WOB 8 klbs, 100 rpm, 1050 lpm, SPP 2800-3000 psi Slide: WOB 6 klbs, 1050 lpm, 2700-2800 psi Torque on/off bottom 10-11/8-10 kft-lbs. P/U wt 210 klbs, S/O wt 123 klbs, Rot wt 161 klbs. Total rotate 400 m/12.55 hrs; Avg rotate ROP 31.9 m/hr. Total slide 15 m/1.28 hrs; Avg slide ROP 11.7 m/hr - Top of FM1: 3290 mMD/2225.9 mTVD. - Last HC sand 3273 mMD/2213.2mTVD. - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 50% - Back ream slide stand. - From 3130 m, observe difficulties to slide, motor stalled/pressure spikes, on btm ROP 10 m/hr. - BHA tendency in rotary mode drop 0.37 deg/10 m, walk left 0.15 deg/10 m.  In FM1, drop 0.06 deg/10 m, walk left 0.2 deg/10 m - Projection at TD; 39.9 Incl/91.1 Azi, 23.5 m below and 17 m left from the plan."
18/01/2014,C2,"Drop top plug. Displace cement with 35.14 m3 of SW. Bump plug 1500 psi, 580 psi above final pumping pressure. Pressure test 7"" casing to 3800 psi/10 min. CIP @ 01:45 hrs. TOC 700 m from differential pressure. No losses during cement job. Bleed-off pressure, 0.5 m3 bleed back volume, float hold."
18/01/2014,F1,"Drill 6-1/8"" hole (AGS, MWD) from 1808 m to 2095 mMD/1393.8 mTVD, 1.15 SG SDF. No losses/connection gas. BHCT 86 C. Peak Gas: 4.45%@1900 mMD/1271 mTVD; BG 0.8-1.0%. Rotate: WOB 5-15 klbs, 100-160 rpm, 1000 lpm, SPP 2600-2900 psi (UG), with 100% FG. Torque on/off bottom 6-7/5 kft-lbs. P/U wt 167 klbs, S/O wt 104 klbs, Rot wt 121 klbs. Total rotate 287 m/6.87 hrs; Avg rotate ROP 41.8 m/hr. - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill after 100 m drilled/every 200 m, cuttings increase 30% - Last survey at 2061 mMD/1372.9 mTVD: 51.5 Inc/100.6 Azi, 14.7 m above and 15.5 m right. - BHA building in FG mode, attempt to drill with various parameters.  00:00-06:00 hrs Operations ======================= 00:00-06:00 hrs Drill 6-1/8"" hole (AGS, MWD) from 2095 m to 2230 mMD/ 1477.6 mTVD, 1.15 SG SDF. BHCT 90 C. BG 0.7%. No losses. - Last survey at 2205.9 mMD/1462.9 mTVD; 52 Inc/100.6 Azi, 26.5 m above and 20.5 m right."
18/01/2014,C2,"Line up to cement unit. Cement unit pump 0.79 m3 SW ahead. Pressure test line to 250/4500 psi. Cement unit pump 2.38 m3 SW.  00:00-06:00 hrs Operations ======================= 00:00-01:00 Mix and pump 26.49 m3 of 1.50 SG lead slurry followed by 8.57 m3 of 1.91 SG tail slurry, use hole size 10.5"" without excess.  01:00-02:00 Drop top plug. Displace cement with 35.14 m3 of SW. Bump plug 1500 psi, 580 psi above final pumping pressure. Pressure test 7"" casing to 3800 psi/10 min. CIP @ 01:45 hrs. TOC 700 m from differential pressure. No losses during cement job. Bleed-off pressure, 0.5 m3 bleed back volume, float hold. 02:00-02:45 R/D cement head and lines. L/D landing joint. R/D 7"" casing equipment. 02:45-03:00 Change bails and elevator. Whilst flush wellhead through side outlet valves. 03:00-03:30 Jet wellhead and BOP stack. 03:30-04:00 M/U 7"" pack off to running tool, drain BOP stack. Set and pressure test pack off seal to 5000 psi and pull test 10 klbs over block wt, ok. Pressure test pack off seal again 5000 psi. 04:00-06:00 Hold PJSM. M/U and RIH test plug. Perform full BOP Pressure test. Annular to 300/3500 psi. Whilst M/U 6-1/8"" BHA with new AGS and 1' extension sub. "
18/01/2014,C1,"P/U eccentric shoe jt and check float, ok. RIH with intermediate jt and float collar. Check float, ok. RIH 7"" casing to 1776 m. Average running speed 28 jnts/hr. No restriction. Loss 3.2 m3 (0.6 m3/hr) while running in hole."
18/01/2014,CN7,"Observe draw works unable to be powered up due to faulty lube oil pump. Troubleshoot, change out lube oil pump, function test, ok. Whilst monitor hole thru trip tank, observe static loss 0.4 m3/hr."
18/01/2014,F1,"Drill 8-1/2"" hole (Motor,MWD) from 1322 m to 1756 mMD/1175.2 mTVD with SW. BHCT 41 C. BG 0.7%. No losses. Note: - From 1726 m, observe difficulties to slide, BHA hanging up and pressure spikes, on btm ROP 20 m/hr."
18/01/2014,F1,"Drill 8-1/2"" hole (Motor,MWD) from 1756 m to 1808 mMD/1210.9 mTVD(TD Section), 1.12 SG PAC/PHPA mud. BHCT 45 C. BG 0.7%. No losses.  Rotate: WOB 10-20 klbs, 80-100 rpm, 3000 lpm, SPP 2500-2800 psi Slide: WOB 10 klbs, 3000 lpm, SPP 2300-2700 psi On/off bottom torque 7-12/6 kft-lbs P/U wt 176 klbs, S/O wt 114 klbs, Rot wt 144 klbs Total rotate 274.5 m/1.39 hrs, Avg rotate ROP 197.5 m/hr. Total slide 211.5 m/2.84 hrs, Avg slide ROP 74.5 m/hr (slide 43.5%) - Top of FM3: 800 mMD/ 1600 mTVD. - Top of 2E: 1600 mMD/ 1760 mTVD. - Top of 2D: 1760 mMD/ 1808 mTVD. - Pump 6.4 m3 Hi-Vis PAC/PHPA sweep after 1200 m and keep sweep in the hole all time. - Projection at TD 1808 m; 48 Inc/100.5 Azi, 0.6 m above and 4.7 m right from plan. - Avg hole size from carbide lag check first/peak 10.1""/10.4"""
18/01/2014,C2,"R/U cement head and line. Circulate bottom up (630-1100 lpm, 400-600 psi). No losses."
18/01/2014,F1,"Drill 6-1/8"" hole (Motor, MWD) from 2770 m to 2946 mMD/2462.7 mTVD (TD), 1.15-1.16 SG SDF. No losses/connection gas. BHCT 126C. Max Gas 6.49% @ 2845 mMD/2378.5 mTVD, BG 0.5-0.9% Rotate: WOB 6-10 klbs, 80 rpm, 1000 lpm, SPP 2600-2900 psi Torque on/off bottom 10-12/9-10 kft-lbs. P/U wt 200 klbs, S/O wt 155 klbs, Rot wt 160 klbs. Total rotate 176 m/10.87 hrs: Avg rotate ROP 16.2 m/hr (Rotate 100%).  - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 5-10% - Perform pump off test at 2878 mMD/2406.2 mTVD. Pump off gas 1%. BG 0.9%. - Last HC sand 2848 mMD/2381.4 mTVD. - Increase MW from 1.15 to 1.16 SG at 2878 mMD/2406.2 mTVD. - BHA tendency in rotary mode drop 0.1-0.2 deg/10 m, walk left 0.3-0.6 deg/10 m. - Projection at TD; 33.48 Incl/46.6 Azi, 31.9 m below and 25 m left from the plan."
18/01/2014,F1,"Drill 6-1/8"" hole (AGS, MWD) from 1429 m to 2013 mMD/1702.9 mTVD, 1.15 SG SDF. No losses/connection gas. BHCT 94C. Max Gas 8.13% @ 1929 mMD/1629.3 mTVD, BG 0.6-1.2% WOB 3-10 klbs, 140-200 rpm, 800-1000 lpm, SPP 2050 psi (UG), 2650 psi (FG). P/U wt 165 klbs, S/O wt 145 klbs, Rot wt 115 klbs. Torque on/off bottom 7-8/3-4 kft-lbs. Rotate 584 m/18.51 hr. ROP 31.7 m/hr. AGS: UG 95% FG 5% - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 10-20% - Attempt to build angle with UG to catch up plan due to continuous drop tendency (WOB 3-6 klbs, 140 rpm, 800 lpm), neg. - Last survey at 2002.59 m: 29.07 Inc/59.74 Azi: 32.5 m below and 3.3 m right. - Projection will miss last 2 targets. POOH to change BHA to motor BHA."
18/01/2014,F1,"Drill 6-1/8"" hole (Motor, MWD) from 2013 m to 2348 mMD/1977.7 mTVD, 1.15 SG SDF. No losses/connection gas. BHCT 106C. Max Gas 28.2% @ 2064 mMD/1745.8 mTVD, BG 0.6-1% Rotate: WOB 6-12 klbs, 100 rpm, 1000 lpm, SPP 2400-2700 psi Slide: WOB 6-8 klbs, 900-1000 lpm, 2300-2450 psi Torque on/off bottom 8-10/6-8 kft-lbs. P/U wt 165 klbs, S/O wt 130 klbs, Rot wt 145 klbs. Total rotate 277 m/7.32 hrs; Avg rotate ROP 37.8 m/hr.  Total slide 58 m/4.43 hrs; Avg slide ROP 13.1 m/hr - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 10% - BHA tendency in rotary mode drop 0.1-0.4 deg/10 m, walk left 0.1-0.2 deg/10 m. - Last survey at 2311.43 m: 35.77 Inc/63.44 Azi, 36.9 m below and 9.1 m right.  00:00-06:00 hrs Operations ======================= 00:00-06:00 hrs Drill 6-1/8"" hole (Motor, MWD) from 2348 m to 2490 mMD/2092.2 mTVD with 1.15 SG SDF. BHCT 112C. BG 0.6%. No losses/connection gas. - Last survey at 2456.12 m; 36.21 Inc/61.32 Azi, 35.9 m below and 9.8 m right from the plan."
18/01/2014,P4F,"P/U shoe jt. Check floats, ok. RIH 3-1/2"" completion 9.2# 13CR-95 FOX to 977 m   00:00-06:00 hrs Operations ======================= 00:00-04:30 hrs RIH 3-1/2"" completion 9.2# 13CR-95 FOX from 977 m to 2698 m. Average running speed 30 jts/hr. Note: - Break circulation at 7"" casing shoe.  04:30-06:00 hrs M/U circulating head. Circulate prior to M/U DHSV (1180 lpm, 1950 psi). Max gas 32.3%. No losses. L/D same."
18/01/2014,F1,"Drill 6-1/8"" hole (Motor, MWD) from 2348 m to 2770 mMD/2317.2 mTVD, 1.15 SG SDF. No losses/connection gas. BHCT 124C. Max Gas 15.27% @ 2441 mMD/2052.2 mTVD, BG 0.5-0.7% Rotate: WOB 5-10 klbs, 80-100 rpm, 1000 lpm, SPP 2500-2800 psi Slide: WOB 3-5 klbs, 900-1000 lpm, SPP 2400-2550 psi (Slide 5%) Torque on/off bottom 10-12/9-10 kft-lbs. P/U wt 185 klbs, S/O wt 130 klbs, Rot wt 150 klbs. Total rotate 403 m/17.43 hrs: Avg rotate ROP 23.1 m/hr.  Total slide 19 m/2.9 hrs; Avg slide ROP 6.6 m/hr. - From 2633 m, difficult to slide and control toolface, motor stall several time, ROP 2-8 m/hr. - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 10% - BHA tendency in rotary mode drop 0.1 deg/10 m, walk left 0.2-0.3 deg/10 m. - Last survey at 2746.42 m: 35.95 Inc/54.8 Azi, 31.5 m below and 1.1 m right. - Top FM1 at 2280 mMD/1922.4 mTVD.  00:00-06:00 hrs Operations ======================= 00:00-06:00 hrs Drill 6-1/8"" hole (Motor, MWD) from 2770 m to 2860 mMD/2391.3 mTVD with 1.15 SG SDF. BHCT 124C. BG 0.5-0.7%. No losses/connection gas. - Last survey at 2833.33 m; 34.63 Inc/51.46 Azi, 31.2 m below and 9.4 m left from the plan."
18/01/2014,F1,"Drill 8-1/2"" hole (Motor,MWD) from 358 m to 1426 mMD/1205.9 mTVD(TD) with SW. BHCT 45 C. BG 0.7%. No losses. Rotate: WOB 12-15 klbs, 60-80 rpm, 2500-3000 lpm, SPP 2200-2600 psi Slide: WOB 12 klbs, 2500-3000 lpm, 2200-2500 psi P/u wt 165 klbs,S/o wt 125 klbs, Rot wt 140 klbs. Torque on bottom 9-11 kft-lbs, Torque off bottom 7-8 kft-lbs. Total rotate 819 m/2.33 hrs, Avg rotate ROP 351.5 m/hr. Total slide 352 m/1.30 hrs, Avg slide ROP 271 m/hr - Pump 4.8 m3 Hi-Vis Xanthan Gum sweep after 500 m every 2 stands drilled. - Pump 6.4 m3 Hi-Vis Xanthan Gum sweep after 800 m and keep sweep in the hole all time. - Pump 6.4 m3 Hi-Vis PAC/PHPA  sweep after 1200 m and keep sweep in the hole all time. - Projection at TD 1426 m; 32.75 Inc/62.2 Azi. 2.7 m above and 4.7 m right from plan. - Avg hole size from carbide lag check, first 10.69"", peak 11.33"""
18/01/2014,P4F,"M/U circulating swedge. Circulate bottom up and gas down. Stage pump up to 950 lpm (1600 psi), observe losses 6.4 m3/hr. Reduce pump to 790 lpm (1200 psi). Losses 3.3 m3. Max gas 7.6% R/D same."
18/01/2014,P4F,"M/U tubing hanger (with BPV pre-installed). Cut and terminate control line to hanger. M/U hanger running tool and landing string. Connect and pressure test control line 7500 psi. Displace BOP and riser with sea water. Drain BOP stack. RIH to land tubing with 45 klbs string wt. Pressure test hanger seal to 5000 psi/10 min. Expand lock ring. Pull test 10 klbs above P/U weight. Pressure test hanger seal again 5000 psi/15 min. F/S at 2938.2 m, F/C at 2937.2 m, DHSV at 235 m. Total run 229 jts of 3 1/2"" tubing 9.2# HP2-13CR-95 FOX R3 + 4 jts of  9.2# HP2-13CR-95 FOX pup joints + 1 DHSV + 1 F/S + 1 F/C.  Note: - No losses while running completion."
18/01/2014,C3,"Hold PJSM. R/U BOP slings. Power down CAD unit. N/D BOP & riser spools assembly. ***Rig release from BK-30-P to BK-30-F at 11:00 hrs on 27-Jan-14*** Total operating time = 8.05 days vs 7.10 days AFE.  +++Offline Operations +++ 11:00-12:45 hrs Install cement bonnet. Remove BPV. R/U cement head. Install cement lines. 12:45-14:15 hrs Break circulation. Pressure test line to 3000 psi. Circulate prior to cement job. Stage pump up to 860 lpm (1450 psi), observe losses 3.82 m3/hr. Reduce pump to 630 lpm (850 psi). Losses 1.43 m3. Max Gas 6.06%, BG 0.3%.  14:15-15:00 hrs Rig pump 24 m3 of 1.40 SG MCS-GS spacer (780 lpm, 450-630 psi). Gain 0.48 m3. 15:00-15:30 hrs Line up to cement unit. Pressure test line to 300/5000 psi.  15:30-17:15 hrs Mix and pump 1.68 SG cement slurry. Observe losses after 9.54 m3 of cement leave shoe, reduce pump rate from 670 to 175 lpm to reduce losses. Continue pump cement until 42.61 m3 (calculated volume 32.75 m3 from 6.3"" OH size +10% excess) with partial return, TT 3:32 hrs. No spacer return while pumping cement. Losses 23.21 m3. Flush line with 3.2 m3 of SW and 0.48 m3 of 1.03 SG retarded KCl brine. 17:15-18:45 hrs Drop plug. Displace with 0.33 m3 of 1.03 SG retarded KCl brine, 12.24 m3 of 0.78 SG Base Oil, and 0.64 m3 of 1.03 SG retarded KCl brine at 175-400 lpm (300-3050 psi), partial return. Bump plug 3550 psi, 500 psi over final pumping pressure. Losses 2.39 m3. Pressure test tubing to 4000 psi. CIP at 18:35 hrs 18:45-19:00 hrs Perform inflow test 2000/1000 psi for 15 mins. Bleed off, fluid flow back 0.4 m3. Check float, holding. Est TOC 990 m from volumetric, contaminated spacer return 0.95 m3. Est TOC 1110 m from differential pressure. Note: - DHSV hydraulic return after finish cement job 7500/5000 psi: 160/125 cc."
18/01/2014,P4F,"M/U circulating head. Circulate 2 bottom up prior to M/U DHSV (1180 lpm, 1950 psi). Max gas 32.3%. No losses. L/D same."
18/01/2014,C1A,"R/U cement head and line. Circulate bottom up (1100 lpm, 600 psi). Max gas 1.2%. No losses."
18/01/2014,C2,"Drop top plug. Displace cement with 27.67 m3 of SW. Bump plug 1690 psi, 500 psi above final pumping pressure. Pressure test 7"" casing to 3800 psi/10 min. CIP @ 10:43 hrs. Plan TOC 700 m. No losses during cement job. Bleed-off pressure, 0.4 m3 bleed back volume, confirm float hold."
19/01/2014,F1,"Drill 6-1/8"" hole (Motor, MWD) from 2843 m to 2962 mMD/2444.6 mTVD (TD), 1.12 SG SDF. No losses/connection gas. BHCT 128C. BG 0.4-0.5%. Gas peak: 2.38%@2900 mMD/2391.7 mTVD, 2.28%@ 2925.5mMD/2413.5 mTVD. Rotate: WOB 6-10 klbs, 60-100 rpm, 1030 lpm, SPP 2400-2650 psi Torque on/off bottom 9-10/8-9 kft-lbs. P/U wt 210 klbs, S/O wt 135 klbs, Rot wt 165 klbs. Total rotate 119 m/9.63 hrs; Avg rotate ROP 12.4 m/hr - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Perform pump off test at 2876 mMD/2383.4 mTVD. Pump off gas 0.85%. BG 0.5%. - Last HC sand 2927 mMD/2414.6 mTVD. - BHA tendency in rotary mode: Drop 0.3-0.5 deg/10 m, Walk left 0.1-0.2 deg/10 m. - Projection at TD: 30.38 Inc/95.88 Azi. 11.7 m below and 7.2 m left."
19/01/2014,F10,"Slip and cut drilling line.  00:00-06:00 hrs Operations ======================= 00:00-00:30 hrs Continue to Slip and cut drilling line. Perform break integrity test. 00:30-01:00 hrs Service Top Drive. 01:00-02:15 hrs P/U 8-1/2"" BHA (Motor/MWD). M/U Bit. Install MWD probe. Scribe line, Check toolface offset. RIH on HWDP to 198 m. 02:15-02:30 hrs RIH 8-1/2"" BHA (Motor/MWD) to 313 m. 02:30-02:45 hrs Perform kick drill. 02:45-03:00 hrs Shallow test MWD(2500 lpm, 1150 psi). Wash down (650 lpm, 220 psi) last stand to tag TOC at 342 m. 03:00-03:15 hrs Drill out cement and shoe (2000 lpm, 800-1000 psi, 30-80 rpm, 1-2 kft-lbs, 5-8 klbs WOB). Clean out rat hole to 357 m. 03:15-06:00 hrs Drill 8-1/2"" hole (Motor,MWD) from 357 m to 801 mMD/ 661.5 mTVD with SW. BHCT 34C. BG 0.7%. No losses. - Last survey at 786 mMD/ 654.1 mTVD; 48.6 Inc/117.7 Azi, 3.7 m above and 6.7 m left from plan."
19/01/2014,F1,"Drill 6-1/8"" hole (Motor, MWD) from 1738 m to 2372 mMD/1757.3 mTVD, 1.15 SG SDF.  No losses/connection gas. BHCT 100C. BG 0.3%. Max Gas: 4.7%@1946mMD/1433mTVD, 6.43%@2169mMD/1600.6mTVD, 4.22%@2216mMD/1637mTVD, 4.08%@2285mMD/1690.5mTVD Rotate: WOB 6-10 klbs, 100 rpm, 1000-1050 lpm, SPP 2300-2600 psi Slide: WOB 6-8 klbs, 1000-1050 lpm, 2100-2800 psi Torque on/off bottom 5-7.5/5-6 kft-lbs. P/U wt 180 klbs, S/O wt 112 klbs, Rot wt 136 klbs. Total rotate 424 m/9.4 hrs; Avg rotate ROP 45.1 m/hr. Total slide 210 m/9.76 hrs; Avg slide ROP 21.5 m/hr - Top of 2C: 2000 mMD/1471.6 mTVD. - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr) - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 20% - Back ream slide stand. - BHA tendency in rotary mode drop 0.23 deg/10 m, walk left 0.43 deg/10 m.  - Last survey at 2341 mMD/ 1733.6mTVD; 39.7 Inc/50.6 Azi. 2.7 m above and 2.2 m left.  00:00-06:00 hrs Operations ======================= 00:00-06:00 hrs Drill 6-1/8"" hole (Motor,MWD) from 2372 m to 2515 mMD/1867mTVD with 1.15 SG SDF. BHCT 106C. BG 0.3%. No losses. - From 2444 m, Observe difficulties siding, bit/motor stalled, with on btm ROP 10-20 m/hr - Last survey at 2487 mMD/ 1844.9 mTVD; 40 Inc/51.6 Azi, 2.4 m above and 1.1 m right."
19/01/2014,F1,"Drill 6-1/8"" hole (Motor, MWD) from 2372 m to 2939 mMD/2195 mTVD, 1.15 SG SDF. No losses/connection gas. BHCT 118C. BG 0.5%. Max Gas: 5.7%@2488mMD/1846mTVD, 10.7%@2790mMD/2076.7mTVD. Rotate: WOB 6-10 klbs, 100 rpm, 1000 lpm, SPP 2600-2700 psi Slide: WOB 6-8 klbs, 1000 lpm, 2600 psi (Sliding 12.7%) Torque on/off bottom 8-10/6-7 kft-lbs. P/U wt 197 klbs, S/O wt 122 klbs, Rot wt 151 klbs. Total rotate 494.5 m/13.23 hrs; Avg rotate ROP 37.4 m/hr. Total slide 72.5 m/6.56 hrs; Avg slide ROP 11.1 m/hr  - Top of 2B: 2320 mMD/1717.2 mTVD. - Top of 2A: 2500 mMD/1855.3 mTVD. - Top of FM1: 2830 mMD/2107.9 mTVD. - Add and maintain 1 ppb each of G-seal plus, G-seal HRG, (1 sacks/hr)Landmark1  - Pump 3.2 m3 Low-vis/4.8 m3 Hi-den pill every 200 m, cuttings increase 20% - Back ream slide stand. - BHA tendency in rotary mode: Drop 0.27 deg/10 m, Walk left 0.18 deg/10 m. In FM1: Slightly drop 0.06 deg/10m, Hold to slighly walk left 0.06 deg/10m - From 2820 m, Observe difficulties sliding, bit/motor stalled, with on btm ROP 15 m/hr - Last survey at 2919 mMD/ 2176.9mTVD; 38.7 Inc/48.5 Azi. 1.3 m above and 2.2 m left. - Perform pit drills  00:00-06:00 hrs Operations ======================= 00:00-06:00 hrs Drill 6-1/8"" hole (Motor,MWD) from 2939 m to 3083 mMD/2301.8mTVD with 1.15 SG SDF. BHCT 126C. BG 0.5%. No losses. - Last survey at 3063 mMD/ 2286.7 mTVD; 40.8 Inc/49.3 Azi, 2.3 m above and 4 m left. - BHA tendency in rotary mode: Hold Inc, Walk left 0.1 deg/10 m."
